filename,error_type,inject_at_move,total_moves,original_move,corrupted_move,cascade_length,shift_starts_at
clean_006948.pgn,0,,,,,,
clean_006949.pgn,0,,,,,,
clean_006950.pgn,0,,,,,,
clean_006951.pgn,0,,,,,,
clean_006952.pgn,0,,,,,,
clean_006953.pgn,0,,,,,,
clean_006954.pgn,0,,,,,,
clean_006955.pgn,0,,,,,,
clean_006956.pgn,0,,,,,,
clean_006957.pgn,0,,,,,,
clean_006958.pgn,0,,,,,,
clean_006959.pgn,0,,,,,,
clean_006960.pgn,0,,,,,,
clean_006961.pgn,0,,,,,,
clean_006962.pgn,0,,,,,,
clean_006963.pgn,0,,,,,,
clean_006964.pgn,0,,,,,,
clean_006965.pgn,0,,,,,,
clean_006966.pgn,0,,,,,,
clean_006967.pgn,0,,,,,,
clean_006968.pgn,0,,,,,,
clean_006969.pgn,0,,,,,,
clean_006970.pgn,0,,,,,,
clean_006971.pgn,0,,,,,,
clean_006972.pgn,0,,,,,,
clean_006973.pgn,0,,,,,,
clean_006974.pgn,0,,,,,,
clean_006975.pgn,0,,,,,,
clean_006976.pgn,0,,,,,,
clean_006977.pgn,0,,,,,,
clean_006978.pgn,0,,,,,,
clean_006979.pgn,0,,,,,,
clean_006980.pgn,0,,,,,,
clean_006981.pgn,0,,,,,,
clean_006982.pgn,0,,,,,,
clean_006983.pgn,0,,,,,,
clean_006984.pgn,0,,,,,,
clean_006985.pgn,0,,,,,,
clean_006986.pgn,0,,,,,,
clean_006987.pgn,0,,,,,,
clean_006988.pgn,0,,,,,,
clean_006989.pgn,0,,,,,,
clean_006990.pgn,0,,,,,,
clean_006991.pgn,0,,,,,,
clean_006992.pgn,0,,,,,,
clean_006993.pgn,0,,,,,,
clean_006994.pgn,0,,,,,,
clean_006995.pgn,0,,,,,,
clean_006996.pgn,0,,,,,,
clean_006997.pgn,0,,,,,,
clean_006998.pgn,0,,,,,,
clean_006999.pgn,0,,,,,,
clean_007000.pgn,0,,,,,,
clean_007001.pgn,0,,,,,,
clean_007002.pgn,0,,,,,,
clean_007003.pgn,0,,,,,,
clean_007004.pgn,0,,,,,,
clean_007005.pgn,0,,,,,,
clean_007006.pgn,0,,,,,,
clean_007007.pgn,0,,,,,,
clean_007008.pgn,0,,,,,,
clean_007009.pgn,0,,,,,,
clean_007010.pgn,0,,,,,,
clean_007011.pgn,0,,,,,,
clean_007012.pgn,0,,,,,,
clean_007013.pgn,0,,,,,,
clean_007014.pgn,0,,,,,,
clean_007015.pgn,0,,,,,,
clean_007016.pgn,0,,,,,,
clean_007017.pgn,0,,,,,,
clean_007018.pgn,0,,,,,,
clean_007019.pgn,0,,,,,,
clean_007020.pgn,0,,,,,,
clean_007021.pgn,0,,,,,,
clean_007022.pgn,0,,,,,,
clean_007023.pgn,0,,,,,,
clean_007024.pgn,0,,,,,,
clean_007025.pgn,0,,,,,,
clean_007026.pgn,0,,,,,,
clean_007027.pgn,0,,,,,,
clean_007028.pgn,0,,,,,,
clean_007029.pgn,0,,,,,,
clean_007030.pgn,0,,,,,,
clean_007031.pgn,0,,,,,,
clean_007032.pgn,0,,,,,,
clean_007033.pgn,0,,,,,,
clean_007034.pgn,0,,,,,,
clean_007035.pgn,0,,,,,,
clean_007036.pgn,0,,,,,,
clean_007037.pgn,0,,,,,,
clean_007038.pgn,0,,,,,,
clean_007039.pgn,0,,,,,,
clean_007040.pgn,0,,,,,,
clean_007041.pgn,0,,,,,,
clean_007042.pgn,0,,,,,,
clean_007043.pgn,0,,,,,,
clean_007044.pgn,0,,,,,,
clean_007045.pgn,0,,,,,,
clean_007046.pgn,0,,,,,,
clean_007047.pgn,0,,,,,,
clean_007048.pgn,0,,,,,,
clean_007049.pgn,0,,,,,,
clean_007050.pgn,0,,,,,,
clean_007051.pgn,0,,,,,,
clean_007052.pgn,0,,,,,,
clean_007053.pgn,0,,,,,,
clean_007054.pgn,0,,,,,,
clean_007055.pgn,0,,,,,,
clean_007056.pgn,0,,,,,,
clean_007057.pgn,0,,,,,,
clean_007058.pgn,0,,,,,,
clean_007059.pgn,0,,,,,,
clean_007060.pgn,0,,,,,,
clean_007061.pgn,0,,,,,,
clean_007062.pgn,0,,,,,,
clean_007063.pgn,0,,,,,,
clean_007064.pgn,0,,,,,,
clean_007065.pgn,0,,,,,,
clean_007066.pgn,0,,,,,,
clean_007067.pgn,0,,,,,,
clean_007068.pgn,0,,,,,,
clean_007069.pgn,0,,,,,,
clean_007070.pgn,0,,,,,,
clean_007071.pgn,0,,,,,,
clean_007072.pgn,0,,,,,,
clean_007073.pgn,0,,,,,,
clean_007074.pgn,0,,,,,,
clean_007075.pgn,0,,,,,,
clean_007076.pgn,0,,,,,,
clean_007077.pgn,0,,,,,,
clean_007078.pgn,0,,,,,,
clean_007079.pgn,0,,,,,,
clean_007080.pgn,0,,,,,,
clean_007081.pgn,0,,,,,,
clean_007082.pgn,0,,,,,,
clean_007083.pgn,0,,,,,,
clean_007084.pgn,0,,,,,,
clean_007085.pgn,0,,,,,,
clean_007086.pgn,0,,,,,,
clean_007087.pgn,0,,,,,,
clean_007088.pgn,0,,,,,,
clean_007089.pgn,0,,,,,,
clean_007090.pgn,0,,,,,,
clean_007091.pgn,0,,,,,,
clean_007092.pgn,0,,,,,,
clean_007093.pgn,0,,,,,,
clean_007094.pgn,0,,,,,,
clean_007095.pgn,0,,,,,,
clean_007096.pgn,0,,,,,,
clean_007097.pgn,0,,,,,,
clean_007098.pgn,0,,,,,,
clean_007099.pgn,0,,,,,,
clean_007100.pgn,0,,,,,,
clean_007101.pgn,0,,,,,,
clean_007102.pgn,0,,,,,,
clean_007103.pgn,0,,,,,,
clean_007104.pgn,0,,,,,,
clean_007105.pgn,0,,,,,,
clean_007106.pgn,0,,,,,,
clean_007107.pgn,0,,,,,,
clean_007108.pgn,0,,,,,,
clean_007109.pgn,0,,,,,,
clean_007110.pgn,0,,,,,,
clean_007111.pgn,0,,,,,,
clean_007112.pgn,0,,,,,,
clean_007113.pgn,0,,,,,,
clean_007114.pgn,0,,,,,,
clean_007115.pgn,0,,,,,,
clean_007116.pgn,0,,,,,,
clean_007117.pgn,0,,,,,,
clean_007118.pgn,0,,,,,,
clean_007119.pgn,0,,,,,,
clean_007120.pgn,0,,,,,,
clean_007121.pgn,0,,,,,,
clean_007122.pgn,0,,,,,,
clean_007123.pgn,0,,,,,,
clean_007124.pgn,0,,,,,,
clean_007125.pgn,0,,,,,,
clean_007126.pgn,0,,,,,,
clean_007127.pgn,0,,,,,,
clean_007128.pgn,0,,,,,,
clean_007129.pgn,0,,,,,,
clean_007130.pgn,0,,,,,,
clean_007131.pgn,0,,,,,,
clean_007132.pgn,0,,,,,,
clean_007133.pgn,0,,,,,,
clean_007134.pgn,0,,,,,,
clean_007135.pgn,0,,,,,,
clean_007136.pgn,0,,,,,,
clean_007137.pgn,0,,,,,,
clean_007138.pgn,0,,,,,,
clean_007139.pgn,0,,,,,,
clean_007140.pgn,0,,,,,,
clean_007141.pgn,0,,,,,,
clean_007142.pgn,0,,,,,,
clean_007143.pgn,0,,,,,,
clean_007144.pgn,0,,,,,,
clean_007145.pgn,0,,,,,,
clean_007146.pgn,0,,,,,,
clean_007147.pgn,0,,,,,,
clean_007148.pgn,0,,,,,,
clean_007149.pgn,0,,,,,,
clean_007150.pgn,0,,,,,,
clean_007151.pgn,0,,,,,,
clean_007152.pgn,0,,,,,,
clean_007153.pgn,0,,,,,,
clean_007154.pgn,0,,,,,,
clean_007155.pgn,0,,,,,,
clean_007156.pgn,0,,,,,,
clean_007157.pgn,0,,,,,,
clean_007158.pgn,0,,,,,,
clean_007159.pgn,0,,,,,,
clean_007160.pgn,0,,,,,,
clean_007161.pgn,0,,,,,,
clean_007162.pgn,0,,,,,,
clean_007163.pgn,0,,,,,,
clean_007164.pgn,0,,,,,,
clean_007165.pgn,0,,,,,,
clean_007166.pgn,0,,,,,,
clean_007167.pgn,0,,,,,,
clean_007168.pgn,0,,,,,,
clean_007169.pgn,0,,,,,,
clean_007170.pgn,0,,,,,,
clean_007171.pgn,0,,,,,,
clean_007172.pgn,0,,,,,,
clean_007173.pgn,0,,,,,,
clean_007174.pgn,0,,,,,,
clean_007175.pgn,0,,,,,,
clean_007176.pgn,0,,,,,,
clean_007177.pgn,0,,,,,,
clean_007178.pgn,0,,,,,,
clean_007179.pgn,0,,,,,,
clean_007180.pgn,0,,,,,,
clean_007181.pgn,0,,,,,,
clean_007182.pgn,0,,,,,,
clean_007183.pgn,0,,,,,,
clean_007184.pgn,0,,,,,,
clean_007185.pgn,0,,,,,,
clean_007186.pgn,0,,,,,,
clean_007187.pgn,0,,,,,,
clean_007188.pgn,0,,,,,,
clean_007189.pgn,0,,,,,,
clean_007190.pgn,0,,,,,,
clean_007191.pgn,0,,,,,,
clean_007192.pgn,0,,,,,,
clean_007193.pgn,0,,,,,,
clean_007194.pgn,0,,,,,,
clean_007195.pgn,0,,,,,,
clean_007196.pgn,0,,,,,,
clean_007197.pgn,0,,,,,,
clean_007198.pgn,0,,,,,,
clean_007199.pgn,0,,,,,,
clean_007200.pgn,0,,,,,,
clean_007201.pgn,0,,,,,,
clean_007202.pgn,0,,,,,,
clean_007203.pgn,0,,,,,,
clean_007204.pgn,0,,,,,,
clean_007205.pgn,0,,,,,,
clean_007206.pgn,0,,,,,,
clean_007207.pgn,0,,,,,,
clean_007208.pgn,0,,,,,,
clean_007209.pgn,0,,,,,,
clean_007210.pgn,0,,,,,,
clean_007211.pgn,0,,,,,,
clean_007212.pgn,0,,,,,,
clean_007213.pgn,0,,,,,,
clean_007214.pgn,0,,,,,,
clean_007215.pgn,0,,,,,,
clean_007216.pgn,0,,,,,,
clean_007217.pgn,0,,,,,,
clean_007218.pgn,0,,,,,,
clean_007219.pgn,0,,,,,,
clean_007220.pgn,0,,,,,,
clean_007221.pgn,0,,,,,,
clean_007222.pgn,0,,,,,,
clean_007223.pgn,0,,,,,,
clean_007224.pgn,0,,,,,,
clean_007225.pgn,0,,,,,,
clean_007226.pgn,0,,,,,,
clean_007227.pgn,0,,,,,,
clean_007228.pgn,0,,,,,,
clean_007229.pgn,0,,,,,,
clean_007230.pgn,0,,,,,,
clean_007231.pgn,0,,,,,,
clean_007232.pgn,0,,,,,,
clean_007233.pgn,0,,,,,,
clean_007234.pgn,0,,,,,,
clean_007235.pgn,0,,,,,,
clean_007236.pgn,0,,,,,,
clean_007237.pgn,0,,,,,,
clean_007238.pgn,0,,,,,,
clean_007239.pgn,0,,,,,,
clean_007240.pgn,0,,,,,,
clean_007241.pgn,0,,,,,,
clean_007242.pgn,0,,,,,,
clean_007243.pgn,0,,,,,,
clean_007244.pgn,0,,,,,,
clean_007245.pgn,0,,,,,,
clean_007246.pgn,0,,,,,,
clean_007247.pgn,0,,,,,,
clean_007248.pgn,0,,,,,,
clean_007249.pgn,0,,,,,,
clean_007250.pgn,0,,,,,,
clean_007251.pgn,0,,,,,,
clean_007252.pgn,0,,,,,,
clean_007253.pgn,0,,,,,,
clean_007254.pgn,0,,,,,,
clean_007255.pgn,0,,,,,,
clean_007256.pgn,0,,,,,,
clean_007257.pgn,0,,,,,,
clean_007258.pgn,0,,,,,,
clean_007259.pgn,0,,,,,,
clean_007260.pgn,0,,,,,,
clean_007261.pgn,0,,,,,,
clean_007262.pgn,0,,,,,,
clean_007263.pgn,0,,,,,,
clean_007264.pgn,0,,,,,,
clean_007265.pgn,0,,,,,,
clean_007266.pgn,0,,,,,,
clean_007267.pgn,0,,,,,,
clean_007268.pgn,0,,,,,,
clean_007269.pgn,0,,,,,,
clean_007270.pgn,0,,,,,,
clean_007271.pgn,0,,,,,,
clean_007272.pgn,0,,,,,,
clean_007273.pgn,0,,,,,,
clean_007274.pgn,0,,,,,,
clean_007275.pgn,0,,,,,,
clean_007276.pgn,0,,,,,,
clean_007277.pgn,0,,,,,,
clean_007278.pgn,0,,,,,,
clean_007279.pgn,0,,,,,,
clean_007280.pgn,0,,,,,,
clean_007281.pgn,0,,,,,,
clean_007282.pgn,0,,,,,,
clean_007283.pgn,0,,,,,,
clean_007284.pgn,0,,,,,,
clean_007285.pgn,0,,,,,,
clean_007286.pgn,0,,,,,,
clean_007287.pgn,0,,,,,,
clean_007288.pgn,0,,,,,,
clean_007289.pgn,0,,,,,,
clean_007290.pgn,0,,,,,,
clean_007291.pgn,0,,,,,,
clean_007292.pgn,0,,,,,,
clean_007293.pgn,0,,,,,,
clean_007294.pgn,0,,,,,,
clean_007295.pgn,0,,,,,,
clean_007296.pgn,0,,,,,,
clean_007297.pgn,0,,,,,,
clean_007298.pgn,0,,,,,,
clean_007299.pgn,0,,,,,,
clean_007300.pgn,0,,,,,,
clean_007301.pgn,0,,,,,,
clean_007302.pgn,0,,,,,,
clean_007303.pgn,0,,,,,,
clean_007304.pgn,0,,,,,,
clean_007305.pgn,0,,,,,,
clean_007306.pgn,0,,,,,,
clean_007307.pgn,0,,,,,,
clean_007308.pgn,0,,,,,,
clean_007309.pgn,0,,,,,,
clean_007310.pgn,0,,,,,,
clean_007311.pgn,0,,,,,,
clean_007312.pgn,0,,,,,,
clean_007313.pgn,0,,,,,,
clean_007314.pgn,0,,,,,,
clean_007315.pgn,0,,,,,,
clean_007316.pgn,0,,,,,,
clean_007317.pgn,0,,,,,,
clean_007318.pgn,0,,,,,,
clean_007319.pgn,0,,,,,,
clean_007320.pgn,0,,,,,,
clean_007321.pgn,0,,,,,,
clean_007322.pgn,0,,,,,,
clean_007323.pgn,0,,,,,,
clean_007324.pgn,0,,,,,,
clean_007325.pgn,0,,,,,,
clean_007326.pgn,0,,,,,,
clean_007327.pgn,0,,,,,,
clean_007328.pgn,0,,,,,,
clean_007329.pgn,0,,,,,,
clean_007330.pgn,0,,,,,,
clean_007331.pgn,0,,,,,,
clean_007332.pgn,0,,,,,,
clean_007333.pgn,0,,,,,,
clean_007334.pgn,0,,,,,,
clean_007335.pgn,0,,,,,,
clean_007336.pgn,0,,,,,,
clean_007337.pgn,0,,,,,,
clean_007338.pgn,0,,,,,,
clean_007339.pgn,0,,,,,,
clean_007340.pgn,0,,,,,,
clean_007341.pgn,0,,,,,,
clean_007342.pgn,0,,,,,,
clean_007343.pgn,0,,,,,,
clean_007344.pgn,0,,,,,,
clean_007345.pgn,0,,,,,,
clean_007346.pgn,0,,,,,,
clean_007347.pgn,0,,,,,,
clean_007348.pgn,0,,,,,,
clean_007349.pgn,0,,,,,,
clean_007350.pgn,0,,,,,,
clean_007351.pgn,0,,,,,,
clean_007352.pgn,0,,,,,,
clean_007353.pgn,0,,,,,,
clean_007354.pgn,0,,,,,,
clean_007355.pgn,0,,,,,,
clean_007356.pgn,0,,,,,,
clean_007357.pgn,0,,,,,,
clean_007358.pgn,0,,,,,,
clean_007359.pgn,0,,,,,,
clean_007360.pgn,0,,,,,,
clean_007361.pgn,0,,,,,,
clean_007362.pgn,0,,,,,,
clean_007363.pgn,0,,,,,,
clean_007364.pgn,0,,,,,,
clean_007365.pgn,0,,,,,,
clean_007366.pgn,0,,,,,,
clean_007367.pgn,0,,,,,,
clean_007368.pgn,0,,,,,,
clean_007369.pgn,0,,,,,,
clean_007370.pgn,0,,,,,,
clean_007371.pgn,0,,,,,,
clean_007372.pgn,0,,,,,,
clean_007373.pgn,0,,,,,,
clean_007374.pgn,0,,,,,,
clean_007375.pgn,0,,,,,,
clean_007376.pgn,0,,,,,,
clean_007377.pgn,0,,,,,,
clean_007378.pgn,0,,,,,,
clean_007379.pgn,0,,,,,,
clean_007380.pgn,0,,,,,,
clean_007381.pgn,0,,,,,,
clean_007382.pgn,0,,,,,,
clean_007383.pgn,0,,,,,,
clean_007384.pgn,0,,,,,,
clean_007385.pgn,0,,,,,,
clean_007386.pgn,0,,,,,,
clean_007387.pgn,0,,,,,,
clean_007388.pgn,0,,,,,,
clean_007389.pgn,0,,,,,,
clean_007390.pgn,0,,,,,,
clean_007391.pgn,0,,,,,,
clean_007392.pgn,0,,,,,,
clean_007393.pgn,0,,,,,,
clean_007394.pgn,0,,,,,,
clean_007395.pgn,0,,,,,,
clean_007396.pgn,0,,,,,,
clean_007397.pgn,0,,,,,,
clean_007398.pgn,0,,,,,,
clean_007399.pgn,0,,,,,,
clean_007400.pgn,0,,,,,,
clean_007401.pgn,0,,,,,,
clean_007402.pgn,0,,,,,,
clean_007403.pgn,0,,,,,,
clean_007404.pgn,0,,,,,,
clean_007405.pgn,0,,,,,,
clean_007406.pgn,0,,,,,,
clean_007407.pgn,0,,,,,,
clean_007408.pgn,0,,,,,,
clean_007409.pgn,0,,,,,,
clean_007410.pgn,0,,,,,,
clean_007411.pgn,0,,,,,,
clean_007412.pgn,0,,,,,,
clean_007413.pgn,0,,,,,,
clean_007414.pgn,0,,,,,,
clean_007415.pgn,0,,,,,,
clean_007416.pgn,0,,,,,,
clean_007417.pgn,0,,,,,,
clean_007418.pgn,0,,,,,,
clean_007419.pgn,0,,,,,,
clean_007420.pgn,0,,,,,,
clean_007421.pgn,0,,,,,,
clean_007422.pgn,0,,,,,,
clean_007423.pgn,0,,,,,,
clean_007424.pgn,0,,,,,,
clean_007425.pgn,0,,,,,,
clean_007426.pgn,0,,,,,,
clean_007427.pgn,0,,,,,,
clean_007428.pgn,0,,,,,,
clean_007429.pgn,0,,,,,,
clean_007430.pgn,0,,,,,,
clean_007431.pgn,0,,,,,,
clean_007432.pgn,0,,,,,,
clean_007433.pgn,0,,,,,,
clean_007434.pgn,0,,,,,,
clean_007435.pgn,0,,,,,,
clean_007436.pgn,0,,,,,,
clean_007437.pgn,0,,,,,,
clean_007438.pgn,0,,,,,,
clean_007439.pgn,0,,,,,,
clean_007440.pgn,0,,,,,,
clean_007441.pgn,0,,,,,,
clean_007442.pgn,0,,,,,,
clean_007443.pgn,0,,,,,,
clean_007444.pgn,0,,,,,,
clean_007445.pgn,0,,,,,,
clean_007446.pgn,0,,,,,,
clean_007447.pgn,0,,,,,,
clean_007448.pgn,0,,,,,,
clean_007449.pgn,0,,,,,,
clean_007450.pgn,0,,,,,,
clean_007451.pgn,0,,,,,,
clean_007452.pgn,0,,,,,,
clean_007453.pgn,0,,,,,,
clean_007454.pgn,0,,,,,,
clean_007455.pgn,0,,,,,,
clean_007456.pgn,0,,,,,,
clean_007457.pgn,0,,,,,,
clean_007458.pgn,0,,,,,,
clean_007459.pgn,0,,,,,,
clean_007460.pgn,0,,,,,,
clean_007461.pgn,0,,,,,,
clean_007462.pgn,0,,,,,,
clean_007463.pgn,0,,,,,,
clean_007464.pgn,0,,,,,,
clean_007465.pgn,0,,,,,,
clean_007466.pgn,0,,,,,,
clean_007467.pgn,0,,,,,,
clean_007468.pgn,0,,,,,,
clean_007469.pgn,0,,,,,,
clean_007470.pgn,0,,,,,,
clean_007471.pgn,0,,,,,,
clean_007472.pgn,0,,,,,,
clean_007473.pgn,0,,,,,,
clean_007474.pgn,0,,,,,,
clean_007475.pgn,0,,,,,,
clean_007476.pgn,0,,,,,,
clean_007477.pgn,0,,,,,,
clean_007478.pgn,0,,,,,,
clean_007479.pgn,0,,,,,,
clean_007480.pgn,0,,,,,,
clean_007481.pgn,0,,,,,,
clean_007482.pgn,0,,,,,,
clean_007483.pgn,0,,,,,,
clean_007484.pgn,0,,,,,,
clean_007485.pgn,0,,,,,,
clean_007486.pgn,0,,,,,,
clean_007487.pgn,0,,,,,,
clean_007488.pgn,0,,,,,,
clean_007489.pgn,0,,,,,,
clean_007490.pgn,0,,,,,,
clean_007491.pgn,0,,,,,,
clean_007492.pgn,0,,,,,,
clean_007493.pgn,0,,,,,,
clean_007494.pgn,0,,,,,,
clean_007495.pgn,0,,,,,,
clean_007496.pgn,0,,,,,,
clean_007497.pgn,0,,,,,,
clean_007498.pgn,0,,,,,,
clean_007499.pgn,0,,,,,,
clean_007500.pgn,0,,,,,,
clean_007501.pgn,0,,,,,,
clean_007502.pgn,0,,,,,,
clean_007503.pgn,0,,,,,,
clean_007504.pgn,0,,,,,,
clean_007505.pgn,0,,,,,,
clean_007506.pgn,0,,,,,,
clean_007507.pgn,0,,,,,,
clean_007508.pgn,0,,,,,,
clean_007509.pgn,0,,,,,,
clean_007510.pgn,0,,,,,,
clean_007511.pgn,0,,,,,,
clean_007512.pgn,0,,,,,,
clean_007513.pgn,0,,,,,,
clean_007514.pgn,0,,,,,,
clean_007515.pgn,0,,,,,,
clean_007516.pgn,0,,,,,,
clean_007517.pgn,0,,,,,,
clean_007518.pgn,0,,,,,,
clean_007519.pgn,0,,,,,,
clean_007520.pgn,0,,,,,,
clean_007521.pgn,0,,,,,,
clean_007522.pgn,0,,,,,,
clean_007523.pgn,0,,,,,,
clean_007524.pgn,0,,,,,,
clean_007525.pgn,0,,,,,,
clean_007526.pgn,0,,,,,,
clean_007527.pgn,0,,,,,,
clean_007528.pgn,0,,,,,,
clean_007529.pgn,0,,,,,,
clean_007530.pgn,0,,,,,,
clean_007531.pgn,0,,,,,,
clean_007532.pgn,0,,,,,,
clean_007533.pgn,0,,,,,,
clean_007534.pgn,0,,,,,,
clean_007535.pgn,0,,,,,,
clean_007536.pgn,0,,,,,,
clean_007537.pgn,0,,,,,,
clean_007538.pgn,0,,,,,,
clean_007539.pgn,0,,,,,,
clean_007540.pgn,0,,,,,,
clean_007541.pgn,0,,,,,,
clean_007542.pgn,0,,,,,,
clean_007543.pgn,0,,,,,,
clean_007544.pgn,0,,,,,,
clean_007545.pgn,0,,,,,,
clean_007546.pgn,0,,,,,,
clean_007547.pgn,0,,,,,,
clean_007548.pgn,0,,,,,,
clean_007549.pgn,0,,,,,,
clean_007550.pgn,0,,,,,,
clean_007551.pgn,0,,,,,,
clean_007552.pgn,0,,,,,,
clean_007553.pgn,0,,,,,,
clean_007554.pgn,0,,,,,,
clean_007555.pgn,0,,,,,,
clean_007556.pgn,0,,,,,,
clean_007557.pgn,0,,,,,,
clean_007558.pgn,0,,,,,,
clean_007559.pgn,0,,,,,,
clean_007560.pgn,0,,,,,,
clean_007561.pgn,0,,,,,,
clean_007562.pgn,0,,,,,,
clean_007563.pgn,0,,,,,,
clean_007564.pgn,0,,,,,,
clean_007565.pgn,0,,,,,,
clean_007566.pgn,0,,,,,,
clean_007567.pgn,0,,,,,,
clean_007568.pgn,0,,,,,,
clean_007569.pgn,0,,,,,,
clean_007570.pgn,0,,,,,,
clean_007571.pgn,0,,,,,,
clean_007572.pgn,0,,,,,,
clean_007573.pgn,0,,,,,,
clean_007574.pgn,0,,,,,,
clean_007575.pgn,0,,,,,,
clean_007576.pgn,0,,,,,,
clean_007577.pgn,0,,,,,,
clean_007578.pgn,0,,,,,,
clean_007579.pgn,0,,,,,,
clean_007580.pgn,0,,,,,,
clean_007581.pgn,0,,,,,,
clean_007582.pgn,0,,,,,,
clean_007583.pgn,0,,,,,,
clean_007584.pgn,0,,,,,,
clean_007585.pgn,0,,,,,,
clean_007586.pgn,0,,,,,,
clean_007587.pgn,0,,,,,,
clean_007588.pgn,0,,,,,,
clean_007589.pgn,0,,,,,,
clean_007590.pgn,0,,,,,,
clean_007591.pgn,0,,,,,,
clean_007592.pgn,0,,,,,,
clean_007593.pgn,0,,,,,,
clean_007594.pgn,0,,,,,,
clean_007595.pgn,0,,,,,,
clean_007596.pgn,0,,,,,,
clean_007597.pgn,0,,,,,,
clean_007598.pgn,0,,,,,,
clean_007599.pgn,0,,,,,,
clean_007600.pgn,0,,,,,,
clean_007601.pgn,0,,,,,,
clean_007602.pgn,0,,,,,,
clean_007603.pgn,0,,,,,,
clean_007604.pgn,0,,,,,,
clean_007605.pgn,0,,,,,,
clean_007606.pgn,0,,,,,,
clean_007607.pgn,0,,,,,,
clean_007608.pgn,0,,,,,,
clean_007609.pgn,0,,,,,,
clean_007610.pgn,0,,,,,,
clean_007611.pgn,0,,,,,,
clean_007612.pgn,0,,,,,,
clean_007613.pgn,0,,,,,,
clean_007614.pgn,0,,,,,,
clean_007615.pgn,0,,,,,,
clean_007616.pgn,0,,,,,,
clean_007617.pgn,0,,,,,,
clean_007618.pgn,0,,,,,,
clean_007619.pgn,0,,,,,,
clean_007620.pgn,0,,,,,,
clean_007621.pgn,0,,,,,,
clean_007622.pgn,0,,,,,,
clean_007623.pgn,0,,,,,,
clean_007624.pgn,0,,,,,,
clean_007625.pgn,0,,,,,,
clean_007626.pgn,0,,,,,,
clean_007627.pgn,0,,,,,,
clean_007628.pgn,0,,,,,,
clean_007629.pgn,0,,,,,,
clean_007630.pgn,0,,,,,,
clean_007631.pgn,0,,,,,,
clean_007632.pgn,0,,,,,,
clean_007633.pgn,0,,,,,,
clean_007634.pgn,0,,,,,,
clean_007635.pgn,0,,,,,,
clean_007636.pgn,0,,,,,,
clean_007637.pgn,0,,,,,,
clean_007638.pgn,0,,,,,,
clean_007639.pgn,0,,,,,,
clean_007640.pgn,0,,,,,,
clean_007641.pgn,0,,,,,,
clean_007642.pgn,0,,,,,,
clean_007643.pgn,0,,,,,,
clean_007644.pgn,0,,,,,,
clean_007645.pgn,0,,,,,,
clean_007646.pgn,0,,,,,,
clean_007647.pgn,0,,,,,,
clean_007648.pgn,0,,,,,,
clean_007649.pgn,0,,,,,,
clean_007650.pgn,0,,,,,,
clean_007651.pgn,0,,,,,,
clean_007652.pgn,0,,,,,,
clean_007653.pgn,0,,,,,,
clean_007654.pgn,0,,,,,,
clean_007655.pgn,0,,,,,,
clean_007656.pgn,0,,,,,,
clean_007657.pgn,0,,,,,,
clean_007658.pgn,0,,,,,,
clean_007659.pgn,0,,,,,,
clean_007660.pgn,0,,,,,,
clean_007661.pgn,0,,,,,,
clean_007662.pgn,0,,,,,,
clean_007663.pgn,0,,,,,,
clean_007664.pgn,0,,,,,,
clean_007665.pgn,0,,,,,,
clean_007666.pgn,0,,,,,,
clean_007667.pgn,0,,,,,,
clean_007668.pgn,0,,,,,,
clean_007669.pgn,0,,,,,,
clean_007670.pgn,0,,,,,,
clean_007671.pgn,0,,,,,,
clean_007672.pgn,0,,,,,,
clean_007673.pgn,0,,,,,,
clean_007674.pgn,0,,,,,,
clean_007675.pgn,0,,,,,,
clean_007676.pgn,0,,,,,,
clean_007677.pgn,0,,,,,,
clean_007678.pgn,0,,,,,,
clean_007679.pgn,0,,,,,,
clean_007680.pgn,0,,,,,,
clean_007681.pgn,0,,,,,,
clean_007682.pgn,0,,,,,,
clean_007683.pgn,0,,,,,,
clean_007684.pgn,0,,,,,,
clean_007685.pgn,0,,,,,,
clean_007686.pgn,0,,,,,,
clean_007687.pgn,0,,,,,,
clean_007688.pgn,0,,,,,,
clean_007689.pgn,0,,,,,,
clean_007690.pgn,0,,,,,,
clean_007691.pgn,0,,,,,,
clean_007692.pgn,0,,,,,,
clean_007693.pgn,0,,,,,,
clean_007694.pgn,0,,,,,,
clean_007695.pgn,0,,,,,,
clean_007696.pgn,0,,,,,,
clean_007697.pgn,0,,,,,,
clean_007698.pgn,0,,,,,,
clean_007699.pgn,0,,,,,,
clean_007700.pgn,0,,,,,,
clean_007701.pgn,0,,,,,,
clean_007702.pgn,0,,,,,,
clean_007703.pgn,0,,,,,,
clean_007704.pgn,0,,,,,,
clean_007705.pgn,0,,,,,,
clean_007706.pgn,0,,,,,,
clean_007707.pgn,0,,,,,,
clean_007708.pgn,0,,,,,,
clean_007709.pgn,0,,,,,,
clean_007710.pgn,0,,,,,,
clean_007711.pgn,0,,,,,,
clean_007712.pgn,0,,,,,,
clean_007713.pgn,0,,,,,,
clean_007714.pgn,0,,,,,,
clean_007715.pgn,0,,,,,,
clean_007716.pgn,0,,,,,,
clean_007717.pgn,0,,,,,,
clean_007718.pgn,0,,,,,,
clean_007719.pgn,0,,,,,,
clean_007720.pgn,0,,,,,,
clean_007721.pgn,0,,,,,,
clean_007722.pgn,0,,,,,,
